date,category,taker_notional_volume
2024-07-20 00:00:00.000 UTC,Entertainment,19594.457046000003
2024-07-20 00:00:00.000 UTC,Other,531518.229575
2024-07-20 00:00:00.000 UTC,Politics,16988354.779235076
2024-07-20 00:00:00.000 UTC,Sports,185095.78811099997
2024-07-21 00:00:00.000 UTC,Crypto,222288.70063199996
2024-07-21 00:00:00.000 UTC,Economy,58184.190918000015
2024-07-21 00:00:00.000 UTC,Entertainment,59142.098938999996
2024-07-21 00:00:00.000 UTC,Other,724814.9998090001
2024-07-21 00:00:00.000 UTC,Politics,57756957.370038785
2024-07-21 00:00:00.000 UTC,Sports,380552.1776509997
2024-07-22 00:00:00.000 UTC,Crypto,367106.68646500027
2024-07-22 00:00:00.000 UTC,Economy,172184.47194499994
2024-07-22 00:00:00.000 UTC,Entertainment,55786.44114600004
2024-07-22 00:00:00.000 UTC,Other,135705.881185
2024-07-22 00:00:00.000 UTC,Politics,67804518.94747622
2024-07-22 00:00:00.000 UTC,Sports,425456.50236699986
2024-07-23 00:00:00.000 UTC,Crypto,922381.4595839987
2024-07-23 00:00:00.000 UTC,Economy,122802.67216699994
2024-07-23 00:00:00.000 UTC,Entertainment,42487.981993999994
2024-07-23 00:00:00.000 UTC,Other,134989.49116300012
2024-07-23 00:00:00.000 UTC,Politics,55287745.999458514
2024-07-23 00:00:00.000 UTC,Sports,682292.3592809985
2024-07-24 00:00:00.000 UTC,Crypto,389121.9992969998
2024-07-24 00:00:00.000 UTC,Economy,298374.58751599985
2024-07-24 00:00:00.000 UTC,Entertainment,39844.340962
2024-07-24 00:00:00.000 UTC,Other,75442.654233
2024-07-24 00:00:00.000 UTC,Politics,47900104.32912735
2024-07-24 00:00:00.000 UTC,Sports,424913.8602790006
2024-07-25 00:00:00.000 UTC,Crypto,428111.10897800064
2024-07-25 00:00:00.000 UTC,Economy,464164.6741219998
2024-07-25 00:00:00.000 UTC,Entertainment,92736.300717
2024-07-25 00:00:00.000 UTC,Other,92977.05193400003
2024-07-25 00:00:00.000 UTC,Politics,29609511.416819807
2024-07-25 00:00:00.000 UTC,Sports,590216.7821770001
2024-07-26 00:00:00.000 UTC,Crypto,500973.527798
2024-07-26 00:00:00.000 UTC,Economy,283200.4581400001
2024-07-26 00:00:00.000 UTC,Entertainment,183158.22805699983
2024-07-26 00:00:00.000 UTC,Other,106362.65887400009
2024-07-26 00:00:00.000 UTC,Politics,30279361.635559686
2024-07-26 00:00:00.000 UTC,Sports,674987.4846260003
2024-07-27 00:00:00.000 UTC,Crypto,3055057.422071989
2024-07-27 00:00:00.000 UTC,Economy,194508.62800199998
2024-07-27 00:00:00.000 UTC,Entertainment,180899.89616700012
2024-07-27 00:00:00.000 UTC,Other,71653.38621200004
2024-07-27 00:00:00.000 UTC,Politics,23261830.425286915
2024-07-27 00:00:00.000 UTC,Sports,846548.0349959972
2024-07-28 00:00:00.000 UTC,Crypto,878626.0566419996
2024-07-28 00:00:00.000 UTC,Economy,302329.8094339999
2024-07-28 00:00:00.000 UTC,Entertainment,172319.0022020002
2024-07-28 00:00:00.000 UTC,Other,127585.75439699987
2024-07-28 00:00:00.000 UTC,Politics,21998600.36604488
2024-07-28 00:00:00.000 UTC,Sports,943754.7869210008
2024-07-29 00:00:00.000 UTC,Crypto,1386988.5982940018
2024-07-29 00:00:00.000 UTC,Economy,325166.7606009996
2024-07-29 00:00:00.000 UTC,Entertainment,473164.8674030002
2024-07-29 00:00:00.000 UTC,Other,144564.67399999997
2024-07-29 00:00:00.000 UTC,Politics,34431513.57368211
2024-07-29 00:00:00.000 UTC,Sports,912010.959603002
2024-07-30 00:00:00.000 UTC,Crypto,812042.7644519992
2024-07-30 00:00:00.000 UTC,Economy,667035.4888679999
2024-07-30 00:00:00.000 UTC,Entertainment,317582.4398109996
2024-07-30 00:00:00.000 UTC,Other,126121.01306099992
2024-07-30 00:00:00.000 UTC,Politics,34167240.40252708
2024-07-30 00:00:00.000 UTC,Sports,1044648.9091779946
2024-07-31 00:00:00.000 UTC,Crypto,1191840.628584
2024-07-31 00:00:00.000 UTC,Economy,1192261.6788559994
2024-07-31 00:00:00.000 UTC,Entertainment,90359.44318800005
2024-07-31 00:00:00.000 UTC,Other,291863.04730099963
2024-07-31 00:00:00.000 UTC,Politics,36526461.82170183
2024-07-31 00:00:00.000 UTC,Sports,1280357.6133579996
2024-08-01 00:00:00.000 UTC,Crypto,474836.60623700015
2024-08-01 00:00:00.000 UTC,Economy,514176.32426699984
2024-08-01 00:00:00.000 UTC,Entertainment,195776.07709899984
2024-08-01 00:00:00.000 UTC,Other,348378.496218
2024-08-01 00:00:00.000 UTC,Politics,39136429.78882832
2024-08-01 00:00:00.000 UTC,Sports,1898434.136895009
2024-08-02 00:00:00.000 UTC,Crypto,426507.3537310007
2024-08-02 00:00:00.000 UTC,Economy,1183183.2416049994
2024-08-02 00:00:00.000 UTC,Entertainment,141138.10075499993
2024-08-02 00:00:00.000 UTC,Other,162382.31404299993
2024-08-02 00:00:00.000 UTC,Politics,31643405.308104403
2024-08-02 00:00:00.000 UTC,Sports,1667413.9259529964
2024-08-03 00:00:00.000 UTC,Crypto,232283.86829200023
2024-08-03 00:00:00.000 UTC,Economy,562219.2201029999
2024-08-03 00:00:00.000 UTC,Entertainment,66608.978974
2024-08-03 00:00:00.000 UTC,Other,115992.42285700003
2024-08-03 00:00:00.000 UTC,Politics,15815528.93844008
2024-08-03 00:00:00.000 UTC,Sports,1414559.1936759965
2024-08-04 00:00:00.000 UTC,Crypto,208669.9631499997
2024-08-04 00:00:00.000 UTC,Economy,265838.44895699987
2024-08-04 00:00:00.000 UTC,Entertainment,97821.04563
2024-08-04 00:00:00.000 UTC,Other,190244.9965480001
2024-08-04 00:00:00.000 UTC,Politics,23057786.43296516
2024-08-04 00:00:00.000 UTC,Sports,1735087.7866419966
2024-08-05 00:00:00.000 UTC,Crypto,420537.323405
2024-08-05 00:00:00.000 UTC,Economy,869028.2512499989
2024-08-05 00:00:00.000 UTC,Entertainment,39288.62591700002
2024-08-05 00:00:00.000 UTC,Other,345262.7662480001
2024-08-05 00:00:00.000 UTC,Politics,31916330.333403617
2024-08-05 00:00:00.000 UTC,Sports,1372251.9219419982
2024-08-06 00:00:00.000 UTC,Crypto,303215.7929879998
2024-08-06 00:00:00.000 UTC,Economy,588732.9461900005
2024-08-06 00:00:00.000 UTC,Entertainment,150965.93348600002
2024-08-06 00:00:00.000 UTC,Other,245401.6964319999
2024-08-06 00:00:00.000 UTC,Politics,52540228.388531
2024-08-06 00:00:00.000 UTC,Sports,2101611.6778210043
2024-08-07 00:00:00.000 UTC,Crypto,545157.0426750012
2024-08-07 00:00:00.000 UTC,Economy,906856.0740740008
2024-08-07 00:00:00.000 UTC,Entertainment,178841.6583930003
2024-08-07 00:00:00.000 UTC,Other,352167.9597160007
2024-08-07 00:00:00.000 UTC,Politics,26995285.688725933
2024-08-07 00:00:00.000 UTC,Sports,3453850.135689995
2024-08-08 00:00:00.000 UTC,Crypto,898499.7840819983
2024-08-08 00:00:00.000 UTC,Economy,483693.5633269993
2024-08-08 00:00:00.000 UTC,Entertainment,189558.23067200006
2024-08-08 00:00:00.000 UTC,Other,869858.0247760001
2024-08-08 00:00:00.000 UTC,Politics,25823390.852367852
2024-08-08 00:00:00.000 UTC,Sports,3429402.467625983
2024-08-09 00:00:00.000 UTC,Crypto,637765.5561370008
2024-08-09 00:00:00.000 UTC,Economy,433875.66507200024
2024-08-09 00:00:00.000 UTC,Entertainment,211613.20805800008
2024-08-09 00:00:00.000 UTC,Other,293929.9241020005
2024-08-09 00:00:00.000 UTC,Politics,12269607.301070072
2024-08-09 00:00:00.000 UTC,Sports,2142430.2461549984
2024-08-10 00:00:00.000 UTC,Crypto,227249.44271100013
2024-08-10 00:00:00.000 UTC,Economy,308533.19778399996
2024-08-10 00:00:00.000 UTC,Entertainment,165125.40832000002
2024-08-10 00:00:00.000 UTC,Other,42691.89564399998
2024-08-10 00:00:00.000 UTC,Politics,15582338.17171205
2024-08-10 00:00:00.000 UTC,Sports,4955829.70573898
2024-08-11 00:00:00.000 UTC,Crypto,180634.74126300015
2024-08-11 00:00:00.000 UTC,Economy,632098.0486649994
2024-08-11 00:00:00.000 UTC,Entertainment,644499.8461770007
2024-08-11 00:00:00.000 UTC,Other,34727.302779000005
2024-08-11 00:00:00.000 UTC,Politics,7710570.564087003
2024-08-11 00:00:00.000 UTC,Sports,4849633.631571005
2024-08-12 00:00:00.000 UTC,Crypto,508501.03039100167
2024-08-12 00:00:00.000 UTC,Economy,801511.7719069994
2024-08-12 00:00:00.000 UTC,Entertainment,390029.49053599965
2024-08-12 00:00:00.000 UTC,Other,96562.32665000003
2024-08-12 00:00:00.000 UTC,Politics,19282618.46899397
2024-08-12 00:00:00.000 UTC,Sports,554312.5551040003
2024-08-13 00:00:00.000 UTC,Crypto,396001.78706400085
2024-08-13 00:00:00.000 UTC,Economy,889414.220127001
2024-08-13 00:00:00.000 UTC,Entertainment,113711.11738200007
2024-08-13 00:00:00.000 UTC,Other,76893.55376799991
2024-08-13 00:00:00.000 UTC,Politics,20937931.849863853
2024-08-13 00:00:00.000 UTC,Sports,451551.0974660007
2024-08-14 00:00:00.000 UTC,Crypto,379291.59324200026
2024-08-14 00:00:00.000 UTC,Economy,947350.073958999
2024-08-14 00:00:00.000 UTC,Entertainment,166846.62202000013
2024-08-14 00:00:00.000 UTC,Other,656950.5684880008
2024-08-14 00:00:00.000 UTC,Politics,17378358.061308168
2024-08-14 00:00:00.000 UTC,Sports,907706.9543239991
2024-08-15 00:00:00.000 UTC,Crypto,599875.3603939993
2024-08-15 00:00:00.000 UTC,Economy,761434.6853559983
2024-08-15 00:00:00.000 UTC,Entertainment,177112.3200999997
2024-08-15 00:00:00.000 UTC,Other,173023.27978900002
2024-08-15 00:00:00.000 UTC,Politics,17129585.954055022
2024-08-15 00:00:00.000 UTC,Sports,620481.9255899996
2024-08-16 00:00:00.000 UTC,Crypto,870494.2597189996
2024-08-16 00:00:00.000 UTC,Economy,472071.35749699996
2024-08-16 00:00:00.000 UTC,Entertainment,249159.01287099964
2024-08-16 00:00:00.000 UTC,Other,248438.990511
2024-08-16 00:00:00.000 UTC,Politics,16072130.059893219
2024-08-16 00:00:00.000 UTC,Sports,725150.8108769984
2024-08-17 00:00:00.000 UTC,Crypto,341852.5807749998
2024-08-17 00:00:00.000 UTC,Economy,311531.6947100009
2024-08-17 00:00:00.000 UTC,Entertainment,94497.03609899986
2024-08-17 00:00:00.000 UTC,Other,191368.62897399985
2024-08-17 00:00:00.000 UTC,Politics,25978366.879496846
2024-08-17 00:00:00.000 UTC,Sports,909839.1891580003
2024-08-18 00:00:00.000 UTC,Crypto,196440.24693799997
2024-08-18 00:00:00.000 UTC,Economy,542781.2135790001
2024-08-18 00:00:00.000 UTC,Entertainment,241413.38443600014
2024-08-18 00:00:00.000 UTC,Other,276471.27581100026
2024-08-18 00:00:00.000 UTC,Politics,22887787.592356052
2024-08-18 00:00:00.000 UTC,Sports,1201682.4160549983
2024-08-19 00:00:00.000 UTC,Crypto,450134.70213499956
2024-08-19 00:00:00.000 UTC,Economy,415054.2896570001
2024-08-19 00:00:00.000 UTC,Entertainment,417451.1023859997
2024-08-19 00:00:00.000 UTC,Other,234835.68184900004
2024-08-19 00:00:00.000 UTC,Politics,26969007.638101783
2024-08-19 00:00:00.000 UTC,Sports,1144412.552557002
2024-08-20 00:00:00.000 UTC,Crypto,499385.70108900033
2024-08-20 00:00:00.000 UTC,Economy,587912.2606419999
2024-08-20 00:00:00.000 UTC,Entertainment,260605.41119499985
2024-08-20 00:00:00.000 UTC,Other,280595.88286099996
2024-08-20 00:00:00.000 UTC,Politics,34963566.55626192
2024-08-20 00:00:00.000 UTC,Sports,1116213.2680380042
2024-08-21 00:00:00.000 UTC,Crypto,393200.71591399936
2024-08-21 00:00:00.000 UTC,Economy,658584.6712840007
2024-08-21 00:00:00.000 UTC,Entertainment,180346.34071799988
2024-08-21 00:00:00.000 UTC,Other,473905.97190100024
2024-08-21 00:00:00.000 UTC,Politics,34193636.70857159
2024-08-21 00:00:00.000 UTC,Sports,802821.6397439981
2024-08-22 00:00:00.000 UTC,Crypto,436360.5267989991
2024-08-22 00:00:00.000 UTC,Economy,689679.1775930003
2024-08-22 00:00:00.000 UTC,Entertainment,229052.6914010001
2024-08-22 00:00:00.000 UTC,Other,1039907.5554089985
2024-08-22 00:00:00.000 UTC,Politics,25821302.441365704
2024-08-22 00:00:00.000 UTC,Sports,1365526.114468991
2024-08-23 00:00:00.000 UTC,Crypto,858064.1095850008
2024-08-23 00:00:00.000 UTC,Economy,1080384.031207
2024-08-23 00:00:00.000 UTC,Entertainment,210073.75387400016
2024-08-23 00:00:00.000 UTC,Other,1115621.7549229993
2024-08-23 00:00:00.000 UTC,Politics,33245843.79451443
2024-08-23 00:00:00.000 UTC,Sports,1628092.9045909946
2024-08-24 00:00:00.000 UTC,Crypto,321383.13424300024
2024-08-24 00:00:00.000 UTC,Economy,791235.4091519987
2024-08-24 00:00:00.000 UTC,Entertainment,326880.9686660002
2024-08-24 00:00:00.000 UTC,Other,261408.87548900055
2024-08-24 00:00:00.000 UTC,Politics,21938758.040371593
2024-08-24 00:00:00.000 UTC,Sports,1776511.302939991
2024-08-25 00:00:00.000 UTC,Crypto,394747.6915880003
2024-08-25 00:00:00.000 UTC,Economy,626983.783470999
2024-08-25 00:00:00.000 UTC,Entertainment,566509.3891759996
2024-08-25 00:00:00.000 UTC,Other,253516.83437899992
2024-08-25 00:00:00.000 UTC,Politics,28308728.692818467
2024-08-25 00:00:00.000 UTC,Sports,2096563.4893839865
2024-08-26 00:00:00.000 UTC,Crypto,491385.81999099953
2024-08-26 00:00:00.000 UTC,Economy,511036.820652
2024-08-26 00:00:00.000 UTC,Entertainment,382287.5035259995
2024-08-26 00:00:00.000 UTC,Other,277497.1895229998
2024-08-26 00:00:00.000 UTC,Politics,29635426.47601082
2024-08-26 00:00:00.000 UTC,Sports,1654224.1052899915
2024-08-27 00:00:00.000 UTC,Crypto,669904.2770629997
2024-08-27 00:00:00.000 UTC,Economy,372081.54915700015
2024-08-27 00:00:00.000 UTC,Entertainment,4836596.868589985
2024-08-27 00:00:00.000 UTC,Other,217397.13002300012
2024-08-27 00:00:00.000 UTC,Politics,21580473.092903987
2024-08-27 00:00:00.000 UTC,Sports,2890685.3819719935
2024-08-28 00:00:00.000 UTC,Crypto,712172.5966969989
2024-08-28 00:00:00.000 UTC,Economy,506918.16507399967
2024-08-28 00:00:00.000 UTC,Entertainment,1084557.7215860009
2024-08-28 00:00:00.000 UTC,Other,235558.07179599992
2024-08-28 00:00:00.000 UTC,Politics,18835252.290933803
2024-08-28 00:00:00.000 UTC,Sports,2854981.0840039947
2024-08-29 00:00:00.000 UTC,Crypto,785532.5308749982
2024-08-29 00:00:00.000 UTC,Economy,719028.7217490001
2024-08-29 00:00:00.000 UTC,Entertainment,469248.70126700023
2024-08-29 00:00:00.000 UTC,Other,221732.210045
2024-08-29 00:00:00.000 UTC,Politics,20832159.823626846
2024-08-29 00:00:00.000 UTC,Sports,1886933.9262020134
2024-08-30 00:00:00.000 UTC,Crypto,1203621.0069270039
2024-08-30 00:00:00.000 UTC,Economy,846114.7397450007
2024-08-30 00:00:00.000 UTC,Entertainment,214540.51250799996
2024-08-30 00:00:00.000 UTC,Other,244128.5968459999
2024-08-30 00:00:00.000 UTC,Politics,16100928.747928923
2024-08-30 00:00:00.000 UTC,Sports,1951330.3759270017
2024-08-31 00:00:00.000 UTC,Crypto,565979.1056299998
2024-08-31 00:00:00.000 UTC,Economy,908584.3043850008
2024-08-31 00:00:00.000 UTC,Entertainment,467645.81755099975
2024-08-31 00:00:00.000 UTC,Other,276397.3984470005
2024-08-31 00:00:00.000 UTC,Politics,13173800.927398002
2024-08-31 00:00:00.000 UTC,Sports,3301685.303233016
2024-09-01 00:00:00.000 UTC,Crypto,411717.79257499863
2024-09-01 00:00:00.000 UTC,Economy,850122.9645060003
2024-09-01 00:00:00.000 UTC,Entertainment,668792.6464359995
2024-09-01 00:00:00.000 UTC,Other,288530.92348199995
2024-09-01 00:00:00.000 UTC,Politics,13489740.879217066
2024-09-01 00:00:00.000 UTC,Sports,3290212.4522510264
2024-09-02 00:00:00.000 UTC,Crypto,393676.6226559999
2024-09-02 00:00:00.000 UTC,Economy,542743.354473
2024-09-02 00:00:00.000 UTC,Entertainment,638084.4584020001
2024-09-02 00:00:00.000 UTC,Other,355112.64355100156
2024-09-02 00:00:00.000 UTC,Politics,12854430.518629992
2024-09-02 00:00:00.000 UTC,Sports,3425967.298081005
2024-09-03 00:00:00.000 UTC,Crypto,605635.6600540006
2024-09-03 00:00:00.000 UTC,Economy,920034.6679740007
2024-09-03 00:00:00.000 UTC,Entertainment,619047.6426840024
2024-09-03 00:00:00.000 UTC,Other,851145.7155270028
2024-09-03 00:00:00.000 UTC,Politics,20135082.371281195
2024-09-03 00:00:00.000 UTC,Sports,5000000.259558027
2024-09-04 00:00:00.000 UTC,Crypto,945704.7021790001
2024-09-04 00:00:00.000 UTC,Economy,1333439.683462001
2024-09-04 00:00:00.000 UTC,Entertainment,744403.4452299998
2024-09-04 00:00:00.000 UTC,Other,509492.1230850008
2024-09-04 00:00:00.000 UTC,Politics,15066823.052916184
2024-09-04 00:00:00.000 UTC,Sports,8827262.019304018
2024-09-05 00:00:00.000 UTC,Crypto,512309.0762149994
2024-09-05 00:00:00.000 UTC,Economy,1893122.1065450083
2024-09-05 00:00:00.000 UTC,Entertainment,216067.83549099974
2024-09-05 00:00:00.000 UTC,Other,319604.05422400037
2024-09-05 00:00:00.000 UTC,Politics,13641632.054269092
2024-09-05 00:00:00.000 UTC,Sports,3927433.756228004
2024-09-06 00:00:00.000 UTC,Crypto,580855.4146189995
2024-09-06 00:00:00.000 UTC,Economy,3072886.6594570065
2024-09-06 00:00:00.000 UTC,Entertainment,499612.3112590009
2024-09-06 00:00:00.000 UTC,Other,505401.14098800404
2024-09-06 00:00:00.000 UTC,Politics,31172868.235927947
2024-09-06 00:00:00.000 UTC,Sports,3994553.4091510065
2024-09-07 00:00:00.000 UTC,Crypto,309883.1088270001
2024-09-07 00:00:00.000 UTC,Economy,3000496.054072997
2024-09-07 00:00:00.000 UTC,Entertainment,825972.1303470002
2024-09-07 00:00:00.000 UTC,Other,441841.8664090001
2024-09-07 00:00:00.000 UTC,Politics,11652671.54445704
2024-09-07 00:00:00.000 UTC,Sports,4020663.878154008
2024-09-08 00:00:00.000 UTC,Crypto,405622.3871469995
2024-09-08 00:00:00.000 UTC,Economy,2397951.0672719968
2024-09-08 00:00:00.000 UTC,Entertainment,935551.6809500023
2024-09-08 00:00:00.000 UTC,Other,990770.1101860013
2024-09-08 00:00:00.000 UTC,Politics,16702645.484040132
2024-09-08 00:00:00.000 UTC,Sports,3381174.0850029932
2024-09-09 00:00:00.000 UTC,Crypto,460641.3339050001
2024-09-09 00:00:00.000 UTC,Economy,1403498.8316669983
2024-09-09 00:00:00.000 UTC,Entertainment,421842.21912199986
2024-09-09 00:00:00.000 UTC,Other,942000.1435160001
2024-09-09 00:00:00.000 UTC,Politics,13808527.831552124
2024-09-09 00:00:00.000 UTC,Sports,2591390.674938998
2024-09-10 00:00:00.000 UTC,Crypto,592501.4872510001
2024-09-10 00:00:00.000 UTC,Economy,942990.4482509992
2024-09-10 00:00:00.000 UTC,Entertainment,341969.42890800006
2024-09-10 00:00:00.000 UTC,Other,1177445.8322680015
2024-09-10 00:00:00.000 UTC,Politics,16596206.126095304
2024-09-10 00:00:00.000 UTC,Sports,1812314.005902994
2024-09-11 00:00:00.000 UTC,Crypto,755514.9706170001
2024-09-11 00:00:00.000 UTC,Economy,5469697.120072006
2024-09-11 00:00:00.000 UTC,Entertainment,703181.798719001
2024-09-11 00:00:00.000 UTC,Other,792937.4329800009
2024-09-11 00:00:00.000 UTC,Politics,42109356.740601294
2024-09-11 00:00:00.000 UTC,Sports,1369896.2500510036
2024-09-12 00:00:00.000 UTC,Crypto,780304.830253002
2024-09-12 00:00:00.000 UTC,Economy,3741312.6613970026
2024-09-12 00:00:00.000 UTC,Entertainment,150764.89104899982
2024-09-12 00:00:00.000 UTC,Other,781742.38009
2024-09-12 00:00:00.000 UTC,Politics,27606543.551000863
2024-09-12 00:00:00.000 UTC,Sports,1551904.670615997
2024-09-13 00:00:00.000 UTC,Crypto,1508294.7061549975
2024-09-13 00:00:00.000 UTC,Economy,7964215.801386995
2024-09-13 00:00:00.000 UTC,Entertainment,101020.35113000004
2024-09-13 00:00:00.000 UTC,Other,4367116.358651991
2024-09-13 00:00:00.000 UTC,Politics,10578885.329378083
2024-09-13 00:00:00.000 UTC,Sports,2616983.3484359942
2024-09-14 00:00:00.000 UTC,Crypto,723418.5340720003
2024-09-14 00:00:00.000 UTC,Economy,4047906.3333590017
2024-09-14 00:00:00.000 UTC,Entertainment,72314.672711
2024-09-14 00:00:00.000 UTC,Other,400957.25432699977
2024-09-14 00:00:00.000 UTC,Politics,9880237.286256012
2024-09-14 00:00:00.000 UTC,Sports,4172471.2386309924
2024-09-15 00:00:00.000 UTC,Crypto,608652.2761329992
2024-09-15 00:00:00.000 UTC,Economy,3090624.7131819986
2024-09-15 00:00:00.000 UTC,Entertainment,107939.18536899982
2024-09-15 00:00:00.000 UTC,Other,330245.4776960004
2024-09-15 00:00:00.000 UTC,Politics,17007949.892859314
2024-09-15 00:00:00.000 UTC,Sports,3686701.5186469844
2024-09-16 00:00:00.000 UTC,Crypto,1405381.0004739964
2024-09-16 00:00:00.000 UTC,Economy,8668506.642388033
2024-09-16 00:00:00.000 UTC,Entertainment,86044.43056100004
2024-09-16 00:00:00.000 UTC,Other,265393.9700219998
2024-09-16 00:00:00.000 UTC,Politics,10157962.171885937
2024-09-16 00:00:00.000 UTC,Sports,2276493.6018719943
2024-09-17 00:00:00.000 UTC,Crypto,2124461.064414995
2024-09-17 00:00:00.000 UTC,Economy,7325945.473143006
2024-09-17 00:00:00.000 UTC,Entertainment,212711.85004599977
2024-09-17 00:00:00.000 UTC,Other,277936.10259400035
2024-09-17 00:00:00.000 UTC,Politics,16910822.973142136
2024-09-17 00:00:00.000 UTC,Sports,2711156.209909992
2024-09-18 00:00:00.000 UTC,Crypto,827911.9726689993
2024-09-18 00:00:00.000 UTC,Economy,17436494.290039092
2024-09-18 00:00:00.000 UTC,Entertainment,174838.18541599993
2024-09-18 00:00:00.000 UTC,Other,354214.4820170001
2024-09-18 00:00:00.000 UTC,Politics,15646421.159951128
2024-09-18 00:00:00.000 UTC,Sports,2049365.8822030001
2024-09-19 00:00:00.000 UTC,Crypto,1181845.105877998
2024-09-19 00:00:00.000 UTC,Economy,1134307.8014360014
2024-09-19 00:00:00.000 UTC,Entertainment,87677.26811799988
2024-09-19 00:00:00.000 UTC,Other,481294.0114980006
2024-09-19 00:00:00.000 UTC,Politics,23579111.208453752
2024-09-19 00:00:00.000 UTC,Sports,2520704.2927159816
2024-09-20 00:00:00.000 UTC,Crypto,1208404.3998930017
2024-09-20 00:00:00.000 UTC,Economy,1227726.3332219995
2024-09-20 00:00:00.000 UTC,Entertainment,111137.58125999999
2024-09-20 00:00:00.000 UTC,Other,273445.53495899966
2024-09-20 00:00:00.000 UTC,Politics,22811004.58059752
2024-09-20 00:00:00.000 UTC,Sports,2954728.473948998
2024-09-21 00:00:00.000 UTC,Crypto,668355.8331380009
2024-09-21 00:00:00.000 UTC,Economy,478044.0737159995
2024-09-21 00:00:00.000 UTC,Entertainment,263050.42942999984
2024-09-21 00:00:00.000 UTC,Other,363046.88184600044
2024-09-21 00:00:00.000 UTC,Politics,13902415.27129503
2024-09-21 00:00:00.000 UTC,Sports,3142502.481699979
2024-09-22 00:00:00.000 UTC,Crypto,438334.41853700014
2024-09-22 00:00:00.000 UTC,Economy,484765.3758560001
2024-09-22 00:00:00.000 UTC,Entertainment,220532.753793
2024-09-22 00:00:00.000 UTC,Other,353657.7333769997
2024-09-22 00:00:00.000 UTC,Politics,10345249.582345052
2024-09-22 00:00:00.000 UTC,Sports,3641555.0220510233
2024-09-23 00:00:00.000 UTC,Crypto,882692.1908190013
2024-09-23 00:00:00.000 UTC,Economy,604103.292714999
2024-09-23 00:00:00.000 UTC,Entertainment,946768.1625240002
2024-09-23 00:00:00.000 UTC,Other,329088.88167999976
2024-09-23 00:00:00.000 UTC,Politics,19337710.643278044
2024-09-23 00:00:00.000 UTC,Sports,2457413.94155001
2024-09-24 00:00:00.000 UTC,Crypto,2233268.541151002
2024-09-24 00:00:00.000 UTC,Economy,1322954.5858260007
2024-09-24 00:00:00.000 UTC,Entertainment,135634.92097599985
2024-09-24 00:00:00.000 UTC,Other,137011.39633699978
2024-09-24 00:00:00.000 UTC,Politics,28037836.110125404
2024-09-24 00:00:00.000 UTC,Sports,5362771.526257986
2024-09-25 00:00:00.000 UTC,Crypto,1204796.877702002
2024-09-25 00:00:00.000 UTC,Economy,964846.3676619997
2024-09-25 00:00:00.000 UTC,Entertainment,142611.37771299985
2024-09-25 00:00:00.000 UTC,Other,253755.29103300004
2024-09-25 00:00:00.000 UTC,Politics,24605401.830332864
2024-09-25 00:00:00.000 UTC,Sports,5063812.596410035
2024-09-26 00:00:00.000 UTC,Crypto,1599658.2788139984
2024-09-26 00:00:00.000 UTC,Economy,1293873.177280997
2024-09-26 00:00:00.000 UTC,Entertainment,282984.9957650002
2024-09-26 00:00:00.000 UTC,Other,312881.58492600004
2024-09-26 00:00:00.000 UTC,Politics,27414397.463059843
2024-09-26 00:00:00.000 UTC,Sports,7700758.002782039
2024-09-27 00:00:00.000 UTC,Crypto,1730732.7998110093
2024-09-27 00:00:00.000 UTC,Economy,1386545.036236
2024-09-27 00:00:00.000 UTC,Entertainment,128610.17530199992
2024-09-27 00:00:00.000 UTC,Other,234145.119328
2024-09-27 00:00:00.000 UTC,Politics,27837663.52431477
2024-09-27 00:00:00.000 UTC,Sports,9532536.699213952
2024-09-28 00:00:00.000 UTC,Crypto,1050474.9328670022
2024-09-28 00:00:00.000 UTC,Economy,315665.13239100005
2024-09-28 00:00:00.000 UTC,Entertainment,188362.12522700013
2024-09-28 00:00:00.000 UTC,Other,249176.31443299976
2024-09-28 00:00:00.000 UTC,Politics,30856349.02086052
2024-09-28 00:00:00.000 UTC,Sports,7020418.228826016
2024-09-29 00:00:00.000 UTC,Crypto,1243320.7036660041
2024-09-29 00:00:00.000 UTC,Economy,306502.2174079992
2024-09-29 00:00:00.000 UTC,Entertainment,304761.29301199986
2024-09-29 00:00:00.000 UTC,Other,215227.13148599962
2024-09-29 00:00:00.000 UTC,Politics,24125135.852261957
2024-09-29 00:00:00.000 UTC,Sports,6912604.7023279155
2024-09-30 00:00:00.000 UTC,Crypto,2427213.6680479925
2024-09-30 00:00:00.000 UTC,Economy,1304321.404187999
2024-09-30 00:00:00.000 UTC,Entertainment,330932.1639909996
2024-09-30 00:00:00.000 UTC,Other,345399.17642399983
2024-09-30 00:00:00.000 UTC,Politics,26033223.58175286
2024-09-30 00:00:00.000 UTC,Sports,11237478.38041687
2024-10-01 00:00:00.000 UTC,Crypto,2687870.516205001
2024-10-01 00:00:00.000 UTC,Economy,917265.5252279999
2024-10-01 00:00:00.000 UTC,Entertainment,131066.54897200002
2024-10-01 00:00:00.000 UTC,Other,342711.54084599996
2024-10-01 00:00:00.000 UTC,Politics,35974048.38738409
2024-10-01 00:00:00.000 UTC,Sports,5851428.702972007
2024-10-02 00:00:00.000 UTC,Crypto,2139069.1666810005
2024-10-02 00:00:00.000 UTC,Economy,880114.1616889995
2024-10-02 00:00:00.000 UTC,Entertainment,256020.71413100007
2024-10-02 00:00:00.000 UTC,Other,1256552.407083
